stock_code,description,units_sold,revenue,orders
21174,POTTERING IN THE SHED METAL SIGN,4175.0,9405.76,538
21175,GIN + TONIC DIET METAL SIGN,11709.0,25792.47,759
21175,GIN AND TONIC DIET METAL SIGN,498.0,1237.5,50
21179,NO JUNK MAIL METAL SIGN,1940.0,1313.79,266
21181,PLEASE ONE PERSON METAL SIGN,12274.0,25225.48,845
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2.0,6.72,1
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,369.0,648.45,48
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,326.0,1021.9,50
21189,WHITE HONEYCOMB PAPER GARLAND ,355.0,888.67,72
21190,PINK HEARTS PAPER GARLAND,168.0,245.2,7
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,562.0,1451.82,95
21192,WHITE BELL HONEYCOMB PAPER ,1092.0,1923.29,88
21194,PINK  HONEYCOMB PAPER FAN,498.0,555.97,65
21195,PINK  HONEYCOMB PAPER BALL ,693.0,1308.56,80
21196,ROUND WHITE CONFETTI IN TUBE,108.0,189.68,13
21197,MULTICOLOUR  CONFETTI IN TUBE,284.0,382.96,27
21198,WHITE HEART CONFETTI IN TUBE,1028.0,1006.82,71
21199,PINK  HEART CONFETTI IN TUBE,966.0,888.33,78
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1119.0,1531.14,75
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1240.0,2987.82,101
21202,DOLLY HONEYCOMB GARLAND,474.0,485.46,25
21204,DAISIES  HONEYCOMB GARLAND ,499.0,868.44,85
21205,MULTICOLOUR 3D BALLS GARLAND,253.0,677.19,68
21206,STRAWBERRY HONEYCOMB  GARLAND ,1290.0,1610.92,109
21207,SKULL AND CROSSBONES  GARLAND ,1067.0,1684.85,132
21208,PASTEL COLOUR HONEYCOMB FAN,940.0,697.77,83
21209,MULTICOLOUR HONEYCOMB FAN,1224.0,886.24,89
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5808.0,8368.39,453
21211,SET OF 72 SKULL PAPER  DOILIES,883.0,1270.07,103
21212,PACK OF 72 RETROSPOT CAKE CASES,36396.0,21246.45,1320
21213,PACK OF 72 SKULL CAKE CASES,15169.0,8414.59,663
21215,IVORY PAPER CUP CAKE CASES ,1087.0,744.35,124
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2128.0,11382.81,430
21217,RED RETROSPOT ROUND CAKE TINS,1088.0,11522.44,344
21218,RED SPOTTY BISCUIT TIN,2433.0,10116.49,394
21219,SET/4 BADGES BALLOON GIRL,448.0,561.84,89
21220,SET/4 BADGES DOGS,338.0,445.01,89
21221,SET/4 BADGES CUTE CREATURES,261.0,340.22,54
21222,SET/4 BADGES BEETLES,265.0,348.19,73
21224,SET/4 SKULL BADGES,914.0,1080.0,165
21226,POCKET MIRROR WOODLAND,93.0,80.55,20
21228,"POCKET MIRROR ""GLAMOROUS""",5.0,6.25,2
21231,SWEETHEART CERAMIC TRINKET BOX,6054.0,7617.28,509
21232,STRAWBERRY CERAMIC TRINKET BOX,10473.0,14117.58,706
21232,STRAWBERRY CERAMIC TRINKET POT,1369.0,2131.22,125
21238,RED RETROSPOT CUP,3969.0,3488.44,387
21239,PINK  POLKADOT CUP,3016.0,2707.34,307
21240,BLUE POLKADOT CUP,3570.0,3110.26,325
21242,RED RETROSPOT PLATE ,3373.0,5699.71,304
21243,PINK  POLKADOT PLATE ,2065.0,3449.6,185
21243,PINK POLKADOT PLATE ,220.0,377.56,25
21244,BLUE POLKADOT PLATE ,2282.0,3789.32,196
21245,GREEN POLKADOT PLATE ,1075.0,1787.2,128
21246,RED RETROSPOT BIG BOWL,286.0,1336.78,96
21248,DOOR HANGER  MUM + DADS ROOM,205.0,330.72,66
21249,WOODLAND  HEIGHT CHART STICKERS ,724.0,2160.0,119
21250,SET OF SKULL WALL STICKERS,95.0,274.37,20
21251,DINOSAUR HEIGHT CHART STICKER SET,182.0,568.98,46
21253,SET OF PICTURE FRAME  STICKERS,134.0,590.42,62
21257,VICTORIAN SEWING BOX MEDIUM,688.0,6901.42,261
21258,VICTORIAN SEWING BOX LARGE,532.0,7674.8,163
21259,VICTORIAN SEWING BOX SMALL ,1179.0,7077.2,285
21260,FIRST AID TIN,1161.0,3722.23,166
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,187.0,672.09,45
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,332.0,1233.21,78
21263,GREEN GOOSE FEATHER TREE 60CM,167.0,349.17,42
21264,WHITE GOOSE FEATHER TREE 60CM ,283.0,571.65,48
21265,PINK GOOSE FEATHER TREE 60CM,131.0,267.21,19
21268,VINTAGE BLUE TINSEL REEL,2.0,0.84,1
21269,ANTIQUE CREAM CUTLERY SHELF ,29.0,254.98,19
21270,ANTIQUE CREAM CUTLERY CUPBOARD,50.0,530.19,36
21272,SALLE DE BAIN HOOK,548.0,777.57,103
21275,ZINC TOP  2 DOOR WOODEN SHELF ,13.0,270.08,12
21277,FRENCH STYLE EMBOSSED HEART CABINET,26.0,571.43,22
21278,VINTAGE KITCHEN PRINT PUDDINGS,31.0,79.05,7
21279,VINTAGE KITCHEN PRINT FRUITS,85.0,266.15,29
21280,VINTAGE KITCHEN PRINT VEGETABLES,65.0,165.75,12
21281,VINTAGE KITCHEN PRINT SEAFOOD,43.0,129.63,14
21284,RETROSPOT CANDLE  SMALL,403.0,374.49,42
21285,RETROSPOT CANDLE  MEDIUM,365.0,413.88,43
21286,RETROSPOT CANDLE  LARGE,273.0,362.12,30
21287,SCENTED VELVET LOUNGE CANDLE ,1790.0,760.15,55
21288,STRIPEY CHOCOLATE NESTING BOXES,355.0,1061.41,110
21289,LARGE STRIPES CHOCOLATE GIFT BAG,567.0,708.75,49
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,943.0,819.64,52
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,867.0,594.51,28
21293,MIRRORED DOVE WALL DECORATION,116.0,276.72,24
21294,ETCHED GLASS COASTER,1618.0,825.49,71
21306,SET/4 DAISY MIRROR MAGNETS,494.0,192.74,44
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79.0,39.2,13
21310,CAPIZ CHANDELIER,1.0,29.95,1
21311,SET/4 BIRD MIRROR MAGNETS ,459.0,181.33,51
21313,GLASS HEART T-LIGHT HOLDER ,3321.0,2893.77,214
21314,SMALL GLASS HEART TRINKET POT,4246.0,9798.98,541
21316,SMALL CHUNKY GLASS ROMAN  BOWL,159.0,214.73,15
21317,GLASS SPHERE CANDLE STAND MEDIUM,111.0,684.08,34
21318,GLASS CHALICE BLUE SMALL ,694.0,421.78,49
21319,GLASS CHALICE GREEN  SMALL ,161.0,175.78,19
21320,GLASS CHALICE GREEN  LARGE ,197.0,364.22,19
21324,HANGING MEDINA LANTERN SMALL,81.0,259.67,28
21326,AGED GLASS SILVER T-LIGHT HOLDER,10535.0,6859.27,340
21327,SKULLS WRITING SET ,864.0,1484.13,252
21328,BALLOONS  WRITING SET ,1337.0,2410.43,346
21329,DINOSAURS  WRITING SET ,941.0,1723.69,287
21331,MOROCCAN BEATEN METAL DISH LARGE,12.0,165.74,8
21332,MOROCCAN BEATEN METAL MIRROR,19.0,268.1,13
21333,CLASSIC WHITE FRAME,56.0,168.16,16
21336,GOLD WASHBAG,27.0,54.57,10
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,975.0,11300.02,290
21344,MOROCCAN BEATEN METAL DISH,15.0,160.09,6
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,140.0,361.56,6
21349,IVY HEART WREATH,18.0,155.6,11
21351,CINAMMON & ORANGE WREATH,104.0,672.88,34
21352,EUCALYPTUS & PINECONE  WREATH,378.0,1511.26,77
21354,TOAST ITS - BEST MUM,799.0,1007.71,95
21355,TOAST ITS - I LOVE YOU ,789.0,992.58,120
21356,TOAST ITS - FAIRY FLOWER,642.0,703.3,151
21357,TOAST ITS - DINOSAUR,19.0,23.75,10
21358,TOAST ITS - HAPPY BIRTHDAY,411.0,493.29,108
21359,RELAX LARGE WOOD LETTERS,129.0,844.28,29
21360,JOY LARGE WOOD LETTERS,39.0,236.17,16
21361,LOVE LARGE WOOD LETTERS ,106.0,1505.96,69
21363,HOME SMALL WOOD LETTERS,243.0,1403.94,125
21364,PEACE SMALL WOOD LETTERS,30.0,222.96,24
21365,MIRRORED WALL ART STARS,363.0,447.09,52
21366,MIRRORED WALL ART PHOTO FRAMES,89.0,470.17,46
21367,MIRRORED WALL ART GENTS,171.0,199.49,43
21368,MIRRORED WALL ART LADIES,163.0,143.28,33
21369,MIRRORED WALL ART SPLODGES,101.0,161.49,16
21370,MIRRORED WALL ART FOXY,16.0,100.66,9
21371,MIRRORED WALL ART POPPIES,287.0,319.71,38
21372,MIRRORED WALL ART TABLE LAMP,75.0,107.75,33
21373,MIRRORED WALL ART SNOWFLAKES,512.0,389.04,47
21374,MIRRORED WALL ART SKULLS,304.0,463.79,46
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,41.0,312.77,27
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,33.0,192.81,17
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,121.0,215.68,41
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,142.0,217.89,34
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,178.0,246.83,50
21380,WOODEN HAPPY BIRTHDAY GARLAND,2165.0,6307.51,290
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1811.0,3131.24,224
21382,SET/4 SPRING FLOWER DECORATION,1143.0,1376.53,128
21383,PACK OF 12 STICKY BUNNIES,991.0,751.28,167
21385,IVORY HANGING DECORATION  HEART,3883.0,3442.45,317
21386,IVORY HANGING DECORATION  EGG,709.0,285.64,51
21389,IVORY HANGING DECORATION  BIRD,1113.0,964.23,128
21390,FILIGRIS HEART WITH BUTTERFLY,3903.0,4848.13,212
21391,FRENCH LAVENDER SCENT HEART,1069.0,1055.59,106
21392,RED POLKADOT PUDDING BOWL,34.0,46.39,7
21393,BLUE POLKADOT PUDDING BOWL,29.0,38.67,7
21394,RED POLKADOT BEAKER ,3865.0,1603.77,131
21395,BLUE POLKADOT BEAKER ,2838.0,1139.06,90
21397,BLUE POLKADOT EGG CUP ,1075.0,550.43,65
21398,RED POLKADOT COFFEE  MUG,1532.0,729.6,63
21399,BLUE POLKADOT COFFEE MUG,2054.0,869.61,71
21400,RED PUDDING SPOON,881.0,128.63,72
21401,BLUE PUDDING SPOON,1052.0,151.19,82
21402,RED  EGG  SPOON,1369.0,185.52,92
21403,BLUE EGG  SPOON,1857.0,322.18,106
21407,BROWN CHECK CAT DOORSTOP ,290.0,1421.11,138
21408,SPOTTY PINK DUCK DOORSTOP,285.0,1282.81,117
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1.0,8.47,1
21411,GINGHAM HEART  DOORSTOP RED,785.0,2961.83,241
21413,PERIWINKLE T-LIGHT HOLDER,48.0,75.02,17
21414,SCALLOP SHELL SOAP DISH,1.0,2.1,1
21415,CLAM SHELL SMALL ,219.0,446.02,46
21416,CLAM SHELL LARGE,5.0,18.75,4
21417,COCKLE SHELL DISH,340.0,629.8,68
21418,STARFISH SOAP DISH,74.0,189.75,25
21420,OYSTER TRINKET BOX,53.0,120.41,19
21421,PORCELAIN ROSE LARGE ,299.0,348.43,14
21422,PORCELAIN ROSE SMALL,1607.0,1295.0,63
21424,WOODLAND STORAGE BOX LARGE ,346.0,1401.02,70
21425,SKULLS STORAGE BOX LARGE,87.0,320.49,30
21426,WOODLAND STORAGE BOX SMALL,256.0,624.58,46
21427,SKULLS STORAGE BOX SMALL,96.0,256.44,41
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1207.0,5163.63,262
21429,RED GINGHAM ROSE JEWELLERY BOX,1740.0,3391.15,286
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3034.0,11905.95,477
21439,BASKET OF TOADSTOOLS,1430.0,1767.15,130
21441,BLUE BIRDHOUSE DECORATION,421.0,292.03,62
21442,GREEN BIRDHOUSE DECORATION,437.0,307.94,59
21445,12 PINK ROSE PEG PLACE SETTINGS,214.0,267.5,21
21446,12 RED ROSE PEG PLACE SETTINGS,449.0,630.92,105
21447,12 IVORY ROSE PEG PLACE SETTINGS,969.0,1478.1,148
21448,12 DAISY PEGS IN WOOD BOX,344.0,592.62,77
21452,TOADSTOOL MONEY BOX,817.0,2549.11,184
21454,PAINTED PINK RABBIT ,572.0,485.16,136
21455,PAINTED YELLOW WOODEN DAISY,612.0,516.79,117
21456,2 PICTURE BOOK EGGS EASTER CHICKS,171.0,222.22,25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,124.0,165.89,25
21458,2 PICTURE BOOK EGGS EASTER BUNNY,182.0,256.54,36
21459,YELLOW EASTER EGG HUNT START POST,76.0,150.38,19
21460,GREEN EASTER EGG HUNT START POST,28.0,56.78,11
21461,BLUE EASTER EGG HUNT START POST,10.0,23.86,6
21462,"NURSERY A,B,C PAINTED LETTERS",198.0,932.4,73
21463,MIRRORED DISCO BALL ,649.0,3435.05,134
21464,DISCO BALL ROTATOR BATTERY OPERATED,249.0,1055.25,105
21465,PINK FLOWER CROCHET FOOD COVER,237.0,897.8,79
21466,RED FLOWER CROCHET FOOD COVER,304.0,1116.89,112
21467,CHERRY CROCHET FOOD COVER,264.0,1004.39,104
21468,BUTTERFLY CROCHET FOOD COVER,148.0,572.23,66
21469,POLKA DOT RAFFIA FOOD COVER,290.0,1085.32,89
21470,FLOWER VINE RAFFIA FOOD COVER,381.0,1470.32,140
21471,STRAWBERRY RAFFIA FOOD COVER,639.0,2220.59,163
21472,LADYBIRD + BEE RAFFIA FOOD COVER,123.0,476.41,37
21473,SWEETHEART CREAM STEEL TABLE RECT,27.0,618.66,21
21476,STEEL SWEETHEART ROUND TABLE CREAM,41.0,699.63,24
21479,WHITE SKULL HOT WATER BOTTLE ,3915.0,20582.2,499
21481,FAWN BLUE HOT WATER BOTTLE,3307.0,11443.87,490
21484,CHICK GREY HOT WATER BOTTLE,1871.0,8495.42,402
21485,RETROSPOT HEART HOT WATER BOTTLE,3524.0,17663.98,623
21486,PINK HEART DOTS HOT WATER BOTTLE,36.0,147.88,11
21488,RED WHITE SCARF  HOT WATER BOTTLE,69.0,566.17,16
21491,SET OF THREE VINTAGE GIFT WRAPS,1.0,1.95,1
21494,ROTATING LEAVES T-LIGHT HOLDER,1928.0,3571.33,313
21495,SKULLS AND CROSSBONES WRAP,5800.0,2356.0,165
21497,FANCY FONTS BIRTHDAY WRAP,8550.0,3409.0,230
21498,RED RETROSPOT WRAP ,10526.0,4311.92,336
21499,BLUE POLKADOT WRAP,6927.0,2809.34,217
21500,PINK POLKADOT WRAP ,6350.0,2593.0,213
21503,TOYBOX  WRAP ,726.0,288.92,23
21504,SKULLS GREETING CARD,1891.0,778.89,115
21506,"FANCY FONT BIRTHDAY CARD, ",4922.0,2085.89,323
21507,ELEPHANT BIRTHDAY CARD ,1110.0,474.78,95
21507,"ELEPHANT, BIRTHDAY CARD, ",2210.0,945.46,167
21508,VINTAGE KID DOLLY CARD ,2478.0,1041.94,213
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,3741.0,1572.28,274
21518,BANK ACCOUNT  GREETING  CARD ,318.0,132.44,38
21519,GIN & TONIC DIET GREETING CARD ,3299.0,1389.22,246
21520,BOOZE & WOMEN GREETING CARD ,504.0,214.19,58
21523,DOORMAT FANCY FONT HOME SWEET HOME,3245.0,21593.74,502
21524,DOORMAT SPOTTY HOME SWEET HOME,1752.0,13572.06,480
21527,RED RETROSPOT TRADITIONAL TEAPOT ,477.0,3724.99,144
21528,DAIRY MAID TRADITIONAL TEAPOT ,215.0,1557.57,111
21530,DAIRY MAID TOASTRACK,777.0,769.57,104
21531,RED RETROSPOT SUGAR JAM BOWL,1516.0,3682.17,246
21533,RETROSPOT LARGE MILK JUG,1351.0,6651.72,339
21534,DAIRY MAID LARGE MILK JUG,370.0,1879.18,155
21535,RED RETROSPOT SMALL MILK JUG,2487.0,5986.01,343
21537,RED RETROSPOT PUDDING BOWL,332.0,1387.96,61
21538,DAIRY MAID  PUDDING BOWL,5.0,18.75,2
21539,RED RETROSPOT BUTTER DISH,969.0,4743.9,238
21544,SKULLS  WATER TRANSFER TATTOOS ,1972.0,1687.68,174
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,79.0,253.53,22
21555,CERAMIC STRAWBERRY TRINKET TRAY,137.0,350.47,69
21556,CERAMIC STRAWBERRY MONEY BOX,977.0,2515.52,114
21557,SET OF 6 FUNKY BEAKERS,551.0,1843.61,162
21558,SKULL LUNCH BOX WITH CUTLERY ,2131.0,5550.22,412
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3933.0,9735.38,573
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1281.0,3127.38,213
21562,HAWAIIAN GRASS SKIRT ,324.0,380.36,28
21563,RED HEART SHAPE LOVE BUCKET ,1395.0,2803.13,159
21564,PINK  HEART SHAPE LOVE BUCKET ,1042.0,1831.62,123
21576,LETS GO SHOPPING COTTON TOTE BAG,252.0,585.34,78
21577,SAVE THE PLANET COTTON TOTE BAG,720.0,1664.9,175
21578,WOODLAND DESIGN  COTTON TOTE BAG,746.0,1657.76,127
21579,LOLITA  DESIGN  COTTON TOTE BAG,176.0,409.72,50
21580,RABBIT  DESIGN  COTTON TOTE BAG,181.0,444.07,62
21581,SKULLS  DESIGN  COTTON TOTE BAG,252.0,590.67,79
21584,RETROSPOT SMALL TUBE MATCHES,1059.0,1743.35,146
21586,KINGS CHOICE GIANT TUBE MATCHES,743.0,1721.85,67
21587,COSY HOUR GIANT TUBE MATCHES,195.0,475.65,26
21588,RETROSPOT GIANT TUBE MATCHES,1494.0,3442.5,132
21591,COSY HOUR CIGAR BOX MATCHES ,1374.0,1996.14,146
21592,RETROSPOT CIGAR BOX MATCHES ,2149.0,2149.07,216
21594,Dr. Jam's Arouzer Stress Ball,2.0,8.34,2
21595,Dad's Cab Electronic Meter,2.0,16.94,2
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,763.0,2086.69,76
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,227.0,661.93,42
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,51.0,153.29,9
21615,4 LAVENDER BOTANICAL DINNER CANDLES,891.0,1347.92,135
21616,4 PEAR BOTANICAL DINNER CANDLES,822.0,1288.34,138
21617,4 LILY  BOTANICAL DINNER CANDLES,525.0,1009.26,102
21618,4 WILDFLOWER BOTANICAL CANDLES,404.0,768.37,91
21619,4 VANILLA BOTANICAL CANDLES,974.0,1476.4,164
21620,SET OF 4 ROSE BOTANICAL CANDLES,881.0,1429.49,165
21621,VINTAGE UNION JACK BUNTING,2787.0,24525.83,475
21622,VINTAGE UNION JACK CUSHION COVER,380.0,1982.64,104
21623,VINTAGE UNION JACK MEMOBOARD,3269.0,22980.24,221
21624,VINTAGE UNION JACK DOORSTOP,216.0,1331.56,95
21625,VINTAGE UNION JACK APRON,407.0,2939.51,169
21626,VINTAGE UNION JACK PENNANT,794.0,1584.8,99
21627,ELEPHANT CARNIVAL POUFFE,63.0,1299.83,47
21628,TRIANGULAR POUFFE VINTAGE ,63.0,1161.65,33
21629,SQUARE FLOOR CUSHION VINTAGE RED,71.0,672.05,42
21630,FLOOR CUSHION ELEPHANT CARNIVAL,69.0,718.14,35
21631,HIPPY CHIC DECORATIVE PARASOL,169.0,896.01,27
21632,VINTAGE PINK DECORATIVE PARASOL,88.0,489.74,24
21633,SUNFLOWER DECORATIVE PARASOL,125.0,895.46,42
21634,ASSORTED MINI MADRAS NOTEBOOK,976.0,481.95,28
21635,MADRAS NOTEBOOK LARGE ,271.0,374.96,16
21636,MADRAS NOTEBOOK MEDIUM,913.0,705.16,73
21637,ASSORTED SANSKRIT MINI NOTEBOOK,109.0,136.25,6
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,247.0,547.76,40
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,650.0,633.83,78
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1153.0,451.59,49
21642,ASSORTED TUTTI FRUTTI PEN,2471.0,830.73,101
21643,ASSORTED TUTTI FRUTTI MIRROR,550.0,743.31,60
21644,ASSORTED TUTTI FRUTTI HEART BOX,215.0,268.75,32
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,107.0,224.7,25
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,729.0,982.79,66
21650,ASSORTED TUTTI FRUTTI BRACELET,2550.0,692.85,132
21651,HANGING GLASS ETCHED TEALIGHT,127.0,198.57,11
21654,RIDGED GLASS FINGER BOWL,974.0,504.68,59
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,36.0,60.84,2
21656,RIDGED GLASS POSY VASE ,219.0,444.58,47
21657,MILK BOTTLE WITH GLASS STOPPER ,30.0,223.46,17
21658,GLASS  BEURRE DISH,878.0,3709.78,212
21661,VINTAGE GLASS TEA CADDY,3.0,17.85,3
21662,VINTAGE GLASS COFFEE CADDY,86.0,557.3,26
21664,RIDGED GLASS STORAGE JAR CREAM LID,98.0,350.22,18
21666,RIDGED GLASS T-LIGHT HOLDER,412.0,283.51,43
21667,GLASS CAKE COVER AND PLATE,2.0,29.9,1
21668,RED STRIPE CERAMIC DRAWER KNOB,5494.0,7481.16,437
21669,BLUE STRIPE CERAMIC DRAWER KNOB,5252.0,7091.15,425
21670,BLUE SPOT CERAMIC DRAWER KNOB,4328.0,6083.99,374
21671,RED SPOT CERAMIC DRAWER KNOB,4402.0,6054.79,369
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4992.0,6776.0,409
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4372.0,6041.2,365
21675,BUTTERFLIES STICKERS,628.0,568.26,110
21676,FLOWERS  STICKERS,257.0,245.36,61
21677,HEARTS  STICKERS,835.0,737.84,119
21678,PAISLEY PATTERN  STICKERS,125.0,111.86,32
21679,SKULLS  STICKERS,1140.0,1028.58,138
21680,WOODLAND  STICKERS,868.0,786.31,103
21681,GIANT MEDINA STAMPED METAL BOWL ,2.0,19.9,2
21682,LARGE MEDINA STAMPED METAL BOWL ,182.0,930.96,55
21683,MEDIUM MEDINA STAMPED METAL BOWL ,310.0,948.7,58
21684,SMALL MEDINA STAMPED METAL BOWL ,771.0,612.1,47
21686,MEDINA STAMPED METAL STOOL,35.0,1351.64,20
21688,SILVER PLATE CANDLE BOWL SMALL,348.0,1101.28,57
21689,SILVER VANILLA  FLOWER CANDLE POT,95.0,369.87,26
21690,SILVER  CANDLEPOT JARDIN ,22.0,82.5,7
21692,SILVER LATTICE VANILLA CANDLE POT,17.0,63.75,7
21693,SMALL HAMMERED SILVER CANDLEPOT ,361.0,1107.91,50
21694,SMALL REGAL  SILVER CANDLEPOT ,307.0,840.33,24
21695,SMALL SILVER FLOWER CANDLE POT,284.0,857.68,41
21696,SMALL SILVER TRELLIS CANDLEPOT,224.0,672.4,33
21698,MOCK LOBSTER FRIDGE MAGNET,296.0,164.17,45
21700,BIG DOUGHNUT FRIDGE MAGNETS,1726.0,2334.94,198
21703,BAG 125g SWIRLY MARBLES,9390.0,3528.89,294
21704,BAG 250g SWIRLY MARBLES,5144.0,4039.28,248
21705,BAG 500g SWIRLY MARBLES,1459.0,1462.17,141
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,346.0,1616.81,120
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,160.0,763.66,74
21708,FOLDING UMBRELLA CREAM POLKADOT,190.0,863.11,64
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,133.0,607.23,59
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,107.0,501.98,45
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,104.0,513.02,36
21713,CITRONELLA CANDLE FLOWERPOT,786.0,1817.74,157
21714,CITRONELLA CANDLE GARDEN POT,1651.0,3010.65,225
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1330.0,3507.17,231
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1425.0,3872.92,244
21717,EASTER TIN BUCKET,408.0,946.93,41
21718,RED METAL BEACH SPADE ,1493.0,2113.39,229
21719,LOVELY BONBON STICKER SHEET,345.0,307.44,58
21720,CAKE SHOP  STICKER SHEET,57.0,48.45,8
21721,CANDY SHOP  STICKER SHEET,195.0,179.46,33
21722,SWEET PUDDING STICKER SHEET,98.0,95.53,36
21723,ALPHABET HEARTS STICKER SHEET,397.0,350.08,59
21724,PANDA AND BUNNIES STICKER SHEET,408.0,355.83,81
21725,SWEETIES  STICKERS,301.0,277.24,50
21726,MULTI HEARTS  STICKERS,237.0,204.69,42
21730,GLASS STAR FROSTED T-LIGHT HOLDER,517.0,2514.43,131
21731,RED TOADSTOOL LED NIGHT LIGHT,14001.0,23919.78,849
21733,RED HANGING HEART T-LIGHT HOLDER,7872.0,23199.24,741
21735,TWO DOOR CURIO CABINET,212.0,2577.45,83
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,80.0,137.22,5
21738,COSY SLIPPER SHOES SMALL  RED ,46.0,144.58,21
21739,COSY SLIPPER SHOES SMALL GREEN,254.0,703.08,111
21741,COSY SLIPPER SHOES LARGE GREEN,147.0,480.17,40
21742,LARGE ROUND WICKER PLATTER ,194.0,1167.58,91
21743,STAR PORTABLE TABLE LIGHT ,299.0,887.65,49
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,529.0,1557.65,127
21745,GAOLERS KEYS DECORATIVE GARDEN ,935.0,3475.73,214
21746,SMALL RED RETROSPOT WINDMILL,3075.0,3766.93,226
21747,SMALL SKULL WINDMILL,485.0,645.61,54
21749,LARGE RED RETROSPOT WINDMILL,1963.0,3877.09,140
21750,LARGE SKULL WINDMILL,90.0,207.51,24
21754,HOME BUILDING BLOCK WORD,2759.0,16923.47,777
21755,LOVE BUILDING BLOCK WORD,2011.0,12435.86,629
21756,BATH BUILDING BLOCK WORD,809.0,5006.26,270
21757,LIGHTHOUSE PRINTED METAL SIGN,6.0,29.7,3
21758,VINTAGE SHELLS PRINT,50.0,427.46,32
21761,WOOD AND GLASS MEDICINE CABINET,10.0,299.5,10
21763,VINTAGE WOODEN BAR STOOL,6.0,169.75,4
21769,VINTAGE POST OFFICE CABINET,11.0,607.65,2
21770,OPEN CLOSED METAL SIGN,1638.0,7923.93,388
21773,DECORATIVE ROSE BATHROOM BOTTLE,1170.0,1154.17,163
21774,DECORATIVE CATS BATHROOM BOTTLE,1095.0,1152.4,186
21775,DECORATIVE FLORE BATHROOM BOTTLE,515.0,716.86,139
21777,RECIPE BOX WITH METAL HEART,12.0,95.4,6
21781,MA CAMPAGNE CUTLERY BOX,168.0,2661.8,101
21784,SHOE SHINE BOX ,57.0,633.07,44
21785,RAIN PONCHO ,411.0,268.76,5
21786,POLKADOT RAIN HAT ,1937.0,916.99,226
21787,RAIN PONCHO RETROSPOT,8875.0,7161.1,243
21788,KIDS RAIN MAC BLUE,1293.0,1029.24,85
21789,KIDS RAIN MAC PINK,925.0,803.65,92
21790,VINTAGE SNAP CARDS,14521.0,12510.01,926
21791,VINTAGE HEADS AND TAILS CARD GAME ,7864.0,10504.4,607
21792,CLASSIC FRENCH STYLE BASKET GREEN ,344.0,1497.72,76
21793,CLASSIC FRENCH STYLE BASKET BROWN,304.0,1296.61,74
21794,CLASSIC FRENCH STYLE BASKET NATURAL,522.0,2213.42,106
21801,CHRISTMAS TREE DECORATION WITH BELL,1251.0,530.26,125
21802,CHRISTMAS TREE HEART DECORATION,2122.0,919.14,180
21803,CHRISTMAS TREE STAR DECORATION,2353.0,1016.02,198
